,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
149,Ava Max,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,80,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
150,Playboi Carti,New Tank,4txKMpsSfZRV6durPuHVq0,73,0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993,89741,4
151,A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,72,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4
152,Jelly Roll,Save Me,1rnYNAJPAb586NhetosdNW,70,0.677,0.404,0,-9.552,1,0.027,0.653,0.0,0.249,0.355,83.087,240723,3
153,YNW Melly,Suicidal (Remix) [feat. Juice WRLD],4S2uhQE8L9V6p7rj7SiauJ,74,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,225857,4
154,Pooh Shiesty,Back In Blood (feat. Lil Durk),7JuHVG3qQKQKxC4doneXVW,72,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,184490,4
155,Money Man,24 (feat. Lil Baby),0xUvi7wldroBzaZCengPa5,73,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
156,Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,79,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
157,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",2cX2coZS1PYBfPs8wgbdWE,77,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213,4
158,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,76,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894,4
159,Lil Baby,Grace (feat. 42 Dugg),01JMnRUs2YOK6DDpdQASGY,70,0.817,0.513,10,-6.263,0,0.394,0.38,0.0,0.109,0.177,123.029,203438,4
160,Brent Faiyaz,Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,72,0.549,0.242,5,-11.692,1,0.038,0.809,8.1e-05,0.127,0.286,144.211,180304,4
161,Tate McRae,that way,7l97ElWmIdVHWUaOeeU5ZC,78,0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,175027,4
162,Machine Gun Kelly,forget me too (feat. Halsey),1VSuFS7PahCN3SWbOcQ98m,74,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4
163,Trevor Daniel,Falling,0Aqi7ArnBrGblW5T6p2jmD,79,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4
164,Young Dolph,1 Scale (feat. G Herbo),5gmkw2031VVIboYqPIjSWB,70,0.878,0.635,6,-5.811,0,0.24,0.0289,0.0,0.276,0.331,135.035,176040,4
165,Maddie & Tae,Die From A Broken Heart,3DA4SE262k6rdEtlHteNyq,70,0.596,0.522,9,-6.633,1,0.0358,0.373,0.0,0.291,0.443,76.042,188320,4
166,Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,76,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,208978,4
167,Junior H,Se Amerita,3pQYf90V5idOGrXzosm9rt,78,0.752,0.719,6,-4.399,0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,235858,4
168,Jack Harlow,Already Best Friends (feat. Chris Brown),4RKJRRd4VJfZWiqQTYsleE,74,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,197031,4
169,DJ Scheme,E-ER (feat. Lil Yachty),4N7i6RfJXMWfkx9Zr6pzkJ,72,0.952,0.29,8,-11.459,1,0.428,0.074,0.0,0.107,0.394,130.083,163385,4
170,BLACKPINK,How You Like That,4SFknyjLcyTLJFPKD2m96o,79,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
171,Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332,73,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3
172,Ken Carson,Yale,0HTIrbUwwFn984RzVZm5Fk,72,0.728,0.442,1,-10.095,1,0.0565,0.000487,8.21e-06,0.149,0.441,142.025,106536,4
173,Koe Wetzel,Drunk Driving,3ERb3f5nGNwRcNLNoN3KRg,69,0.326,0.621,0,-5.621,1,0.0347,0.0803,0.0,0.127,0.368,119.977,238211,4
174,The Weeknd,In Your Eyes,7szuecWAPwGoV1e5vGu8tl,79,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,4
175,Water Sound Natural White Noise,Deep Sleep Recovery Noise,5pGBDKBaR63vuJ4g8ialcU,75,0.0,0.032,1,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,63000,0
176,Luke Combs,Cold As You,7IWV29mryrqtO0JVgnPtfv,72,0.598,0.846,6,-4.956,1,0.0355,0.0527,0.0,0.113,0.328,144.04,186107,4
177,Brent Faiyaz,Been Away,5PvVkf1Yuq3XyMqqjPiKPd,72,0.602,0.5,8,-9.377,1,0.298,0.477,5.69e-05,0.295,0.395,132.798,223630,4
178,Tiësto,The Business,6f3Slt0GbA2bPZlz0aIFXN,83,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4
179,Sara Kays,Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,76,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,4
180,Lil Tecca,Out Of Love (feat. Internet Money),0IJA9KP6rT55jrP1YpTdhx,74,0.732,0.636,7,-6.162,0,0.0497,0.0847,0.0,0.241,0.358,138.061,153627,4
181,Bad Bunny,Vete,2n7ohqg1s68ToAHh4u9mcW,76,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
182,Rosa Walton,I Really Want to Stay at Your House,7mykoq6R3BArsSpNDjFQTm,79,0.49,0.738,3,-7.399,0,0.0367,0.00237,4.58e-06,0.0851,0.126,124.966,246653,4
183,Bad Bunny,Una Vez,5J7teKIJGtqVypgYI6sqXj,80,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496,4
184,Josh Abbott Band,Settle Me Down,3CYpmhtAu6DCAwfkYB2mQ9,70,0.302,0.522,4,-6.737,1,0.0356,0.724,9.46e-06,0.107,0.49,73.369,177083,3
185,Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f,78,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
186,Moneybagg Yo,Me Vs Me,1lUTmmPMAsxZBR2iK9CKDF,69,0.853,0.821,5,-4.537,0,0.209,0.205,0.0,0.209,0.625,130.999,183319,4
187,Wizkid,Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,75,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,4
188,Briston Maroney,Freakin' Out On the Interstate,0awZwmlC6pxH65KTZpadmX,71,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861,251906,4
189,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,80,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
190,Playboi Carti,On That Time,3dl8bSF08LQfCf4T6CCksf,73,0.598,0.476,0,-3.673,1,0.0333,0.00584,0.0,0.265,0.0545,150.078,102422,4
191,Nelly,Lil Bit,0NmuYnjETG3u3qx0OmEJev,71,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,195962,4
192,Ariana Grande,pov,3UoULw70kMsiVXxW0L3A33,76,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,201882,4
193,Lil Mosey,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,74,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
194,Blxst,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,77,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
195,NLE Choppa,Walk Em Down (feat. Roddy Ricch),1Z0cZI0UzNbP9L8MzzGxqf,72,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,173288,4
196,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,76,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,201600,4
197,Lady Gaga,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,78,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200,4
198,HARDY,ONE BEER (feat. Lauren Alaina & Devin Dawson),5Y05LYM8LhnQN78GqfjSeK,70,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,173173,3
199,Lil Darkie,i can see clearly,0hTenOns6LBffrOtLg3rMe,71,0.705,0.619,8,-6.208,1,0.0493,0.206,0.000986,0.139,0.39,93.031,193548,4
200,Chris Stapleton,Joy Of My Life,4EuaDcxHmHKS6gZ5iuGba0,70,0.63,0.485,3,-8.955,1,0.0299,0.223,0.0535,0.103,0.398,149.23,274520,4
201,DJ Scheme,Blue Bills (feat. $NOT & Fenix Flexin),2ODUTBkiOWoYSUjKpGJxQE,73,0.82,0.494,1,-9.47,1,0.18,0.166,4.35e-06,0.13,0.362,95.994,100267,4
202,Grupo Firme,El Tóxico,7E9GeFGfjXw9LAI4ay6rsw,77,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,179746,4
203,Lil Baby,Sum 2 Prove,5f4Hy5mw5SRaUgXX9c6P5S,71,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,205760,4
204,SAINt JHN,Roses - Imanbek Remix,0zLCBJZSiELJf02ucPP9wb,68,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,4
205,Dua Lipa,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,81,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
206,Lil Uzi Vert,Homecoming,6vxU64pcIuQ38O015Zy4qj,70,0.929,0.563,9,-7.428,1,0.49,0.000592,0.0,0.244,0.353,129.957,213885,4
207,Jack Harlow,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,73,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,156578,4
208,Sheff G,Weight On Me,6A4hgJdwriera4WSUl4moW,73,0.801,0.533,3,-6.198,0,0.222,0.707,4.28e-05,0.125,0.626,121.959,157619,4
209,Ty Dolla $ign,Spicy (feat. Post Malone),5IUtvfNvOyVYZUa6AJFrnP,75,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,143375,4
210,iamjakehill,By the Sword,3HsFSrIsbO54TFDfG66pZm,74,0.685,0.76,2,-7.813,1,0.0512,0.0199,0.151,0.0866,0.781,160.035,125812,4
211,CORPSE,E-GIRLS ARE RUINING MY LIFE!,7bCfHiRcfUjG0YVVNUL7Ve,73,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,105176,4
212,Megan Thee Stallion,Body,0A1hoCfMLkiAgvhWkkucJa,73,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,171067,4
213,Justin Bieber,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,78,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
214,Khruangbin,Texas Sun,24ntSW3QVJzR79lHAAOTaY,74,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,252812,4
215,Internet Money,Lemonade,02kDW379Yfd5PzW5A6vuGt,76,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,195429,4
216,Juice WRLD,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T,71,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,154767,4
217,Little Big Town,"Wine, Beer, Whiskey",5avVDmK9FVJpd3MDO8I3Zl,69,0.727,0.914,7,-5.85,1,0.0743,0.617,0.0,0.596,0.784,106.021,196160,4
218,Brent Faiyaz,Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,71,0.679,0.281,3,-15.506,0,0.184,0.873,0.00335,0.215,0.234,74.996,236704,4
219,The Neighbourhood,Pretty Boy,7IL8PSVwLOJxqYne6azxQv,74,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4
220,Lee Brice,Memory I Don't Mess With,1zYZs8Vbjhbzx5M3olcRnm,69,0.617,0.704,6,-7.61,0,0.0258,0.171,0.0,0.0924,0.57,91.541,180617,4
221,Bad Bunny,La Zona,5kqNIqFjijuzvVLhuY9B8j,79,0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,136893,4
222,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0DYNL4xbYWgNzppUamtyR4,73,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,144860,4
223,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,72,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4
224,Eslabon Armado,Con Tus Besos,6WYB1odDfMPVMyp1QxFInT,73,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,226821,3
225,Halsey,Without Me,6FZDfxM3a3UCqtzo5pxSLZ,78,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
226,Juice WRLD,Life's A Mess (feat. Halsey),5wWAwzGp2OaaoIkwcz6wZs,73,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,4
227,Polo G,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,71,0.776,0.64,7,-8.058,1,0.184,0.149,0.0,0.101,0.326,160.038,204000,4
228,Trey Lewis,Dicked Down in Dallas,1yhft6ZqYadd4GOrKrmK3a,69,0.51,0.929,6,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,201350,4
229,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),13EW51DKru044OJDJ9Bm8o,71,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,153147,4
230,Stellar,Ashes,3Pj6u2KTgepyyidp5xfbHp,75,0.712,0.568,5,-7.864,0,0.0546,0.0947,0.0,0.169,0.46,130.019,166356,4
231,Jhené Aiko,B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,70,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867,4
232,Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,74,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097,4
233,Lil Eazzyy,Onna Come Up,0e4A9Fak1nJ7RtBD8YpoEo,73,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,128014,4
234,Five Finger Death Punch,A Little Bit Off,6GqqGv8frU7kqzXkm2rewI,72,0.664,0.828,0,-6.053,1,0.0404,0.00839,0.0,0.294,0.82,103.985,190718,4
235,Adelmar Borrego,"Twinkle, Twinkle, Little Star",147gCksvDRmjG1pO51ZCcf,75,0.443,0.0248,11,-25.351,1,0.0622,0.996,0.967,0.12,0.52,68.123,100562,4
236,Brothers Osborne,I'm Not For Everyone,143YESFOZqxVGrKEWisbid,70,0.591,0.741,7,-4.867,1,0.0466,0.202,0.0,0.208,0.635,81.995,172107,4
237,Sleepy Hallow,Molly,3m49rgJQUz5GU07RWjf5SH,71,0.812,0.385,10,-9.676,0,0.416,0.787,0.0,0.103,0.742,133.993,164562,4
238,Playboi Carti,Rockstar Made,3cWmqvMwVQKDigWLSZ3w9h,72,0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999,193575,4
239,Phoebe Bridgers,Kyoto,4vjvx7Zxkb4AltGcZ0BBvI,71,0.6,0.749,11,-6.889,1,0.0419,0.0467,0.295,0.0915,0.485,131.024,184524,4
240,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,77,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,4
241,Machine Gun Kelly,bloody valentine,6mADjHs6FXdroPzEGW6KVJ,73,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,205159,4
242,Lil Durk,Still Trappin',1lw4FrPr3Y8R7Q1Mro2TMe,70,0.877,0.679,5,-4.969,0,0.355,0.0458,0.0,0.0987,0.624,144.93,172185,4
243,Lil Uzi Vert,Silly Watch,5egD7A5x9AHdVO2fMo3Wbo,69,0.903,0.535,8,-6.238,1,0.286,0.0298,0.0,0.0851,0.157,130.117,195692,4
244,Miley Cyrus,Prisoner (feat. Dua Lipa),2Oycxb8QbPkpHTo8ZrmG0B,80,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4
245,Kelsea Ballerini,half of my hometown (feat. Kenny Chesney),1yRke3PmsyFrYlFZOAkABk,69,0.57,0.618,10,-4.966,1,0.0445,0.153,0.0,0.159,0.286,138.034,231832,4
246,Zach Bryan,Crooked Teeth,0Is8zshpnWUiFQJIYAMrQN,68,0.77,0.403,0,-6.039,0,0.0445,0.548,0.0,0.106,0.658,99.428,197227,4
247,HARDY,UNAPOLOGETICALLY COUNTRY AS HELL,45nc69lqKe3kY9sit2UU6G,68,0.543,0.648,1,-4.961,1,0.0311,0.172,0.0,0.329,0.617,124.053,235361,3
248,BLEU,You’re Mines Still (feat. Drake),7E2C5rBLpCKwQlhJPVFBRS,72,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004,226220,4
249,Dominic Fike,Why,1xLs8Mu1QEVbGCpyHQ2r2U,71,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,139907,4
250,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU,71,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
251,Koe Wetzel,Good Die Young,6vBbirJ0n9L0j1XPtWlG6T,67,0.604,0.72,11,-5.628,1,0.0413,0.0396,0.0,0.0583,0.513,118.041,165699,4
252,Juice WRLD,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,71,0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,4
253,Zach Bryan,November Air,0u9NVrPqUINrHIFCuPOnYm,68,0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,243709,4
254,Zach Bryan,Revival,2QfX9Pdz3q66fN3kCXl0Js,68,0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,221250,4
255,Juice WRLD,Man Of The Year,7AvprzMsRJpybaalckaT8c,71,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4
256,Will Paquin,Chandelier,1Go9q6KaCpAsQ0wkZFGzY2,72,0.333,0.498,2,-9.121,0,0.0468,0.674,6.51e-06,0.12,0.427,87.082,127465,4
257,All Time Low,Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,71,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,4
258,Morgan Wallen,Still Goin Down,096YtKWNRXdmYKFLelSBto,68,0.58,0.751,7,-5.078,1,0.0267,0.49,0.0,0.277,0.718,148.108,186293,4
259,Michael Ray,Whiskey And Rain,1tf4Bfk8JIKryLpWYRvyiI,68,0.653,0.623,8,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021,206507,4
260,Steve Lacy,Uuuu,6M0EP76qW9TG4SNU0agu94,69,0.947,0.616,9,-3.602,1,0.0415,0.0168,0.259,0.0658,0.968,127.082,90709,4
261,Halsey,You should be sad,7lidXGPXPYLNThITAOTlkK,73,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,205473,4
262,Sheff G,"No Suburban, Pt. 2",3VayB5gLZGODx8b7RO1y5f,71,0.85,0.458,8,-7.82,1,0.339,0.476,0.0,0.26,0.616,143.973,153561,4
263,Phoebe Bridgers,Moon Song,46RNrAkGsqWTDrv2ZPOAbx,71,0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,277677,3
264,Ghostemane,Fed Up,0BV0AYGLVlu2SdjN3J9twp,76,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,151625,4
265,Rod Wave,Girl Of My Dreams,09YHm6IkdZko28KdEbXtPb,68,0.637,0.562,4,-7.348,0,0.0694,0.488,0.0,0.114,0.352,75.041,159733,4
266,Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,80,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4
267,Lil Baby,Low Down,5m0yZ33oOy0yYBtdTXuxQe,69,0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,144652,4
268,Yandel,CANCIÓN CON YANDEL,3pm4XtcsRIFFtH2UErk62R,76,0.75,0.741,9,-4.43,1,0.402,0.447,0.0,0.121,0.495,79.968,209180,4
269,Ava Max,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,79,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4
270,Lil Uzi Vert,Yessirskiii,59JWp4PjZ9TRM8cmtaDYB1,69,0.895,0.739,8,-6.633,1,0.283,0.0183,7.61e-06,0.102,0.763,140.007,219340,4
271,Junior H,Mente Positiva,3WQilym5Vi4ypxb70vx0eY,75,0.576,0.604,5,-7.558,0,0.047,0.27,0.0,0.176,0.734,99.746,192391,3
272,Doja Cat,Freak,3aA6xB0tOilDDX17fIJ0Bl,72,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,3
273,Jay Wheeler,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,80,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4
274,Chris Young,Famous Friends,4iXDn9pu5Q9sxv45vE8Lak,69,0.533,0.855,6,-2.901,1,0.0356,0.0553,0.0,0.335,0.64,102.017,165569,4
275,Sam Hunt,Body Like A Back Road,7FpBQ067pHB67deawpbbcY,69,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,162547,4
276,Dreamer Isioma,Sensitive,0oHEteATZnAZuA9dl1dXF3,71,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,174720,4
277,WEEDMANE,SUICIDE YEAR,6hRvewF5MRAsqqxnNs3z2b,77,0.788,0.871,6,-5.782,0,0.043,0.172,0.00164,0.115,0.401,128.195,91820,4
278,Bryson Tiller,Sorrows,5TXQCMKN6TgemTL3c4wRTn,72,0.633,0.793,5,-6.847,0,0.182,0.148,0.0,0.867,0.761,109.093,193702,4
279,Playboi Carti,Go2DaMoon (feat. Kanye West),0F13K9dwYH2zpTWiR8d628,71,0.693,0.434,4,-8.786,0,0.385,0.204,0.0,0.277,0.542,147.066,119738,4
280,JAWNY,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,76,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,135581,4
281,Forest Blakk,If You Love Her,727Z2S2mtNH46CbP9EWPwY,74,0.286,0.445,6,-8.087,1,0.0347,0.355,0.0,0.114,0.278,50.827,217352,4
282,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,75,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,200221,4
283,Los Elegantes de Jerez,Tú,5GkeaIeCEfB0LOqk7sIVHQ,74,0.767,0.701,5,-5.928,0,0.0269,0.62,0.0295,0.166,0.888,115.017,194267,3
284,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,73,0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,294521,4
285,SoFaygo,Knock Knock,6aHoPULNO7pSL2ZfUY0bU8,72,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,4
286,21 Savage,RIP Luv,1wGnp7ejkCuXRsehXx0PNP,69,0.63,0.399,5,-9.869,0,0.178,0.105,0.174,0.234,0.0657,183.016,214192,3
287,NLE Choppa,Camelot,44sYqNBttbXNxya33FJ3Dj,70,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4
288,$uicideboy$,All Dogs Go to Heaven,1DoBPOlB884EHiftB46QGx,69,0.884,0.903,6,-3.672,0,0.2,0.274,0.00037,0.302,0.839,75.022,153652,4
289,Juice WRLD,Smile (with The Weeknd),6wQlQrTY5mVS8EGaFZVwVF,72,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,196180,4
290,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,69,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,252729,3
291,The Kid LAROI,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,72,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,172005,4
292,carolesdaughter,Violent,7CFfqRW50ffULvBv7lfIIg,72,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,135878,4
293,Khalil?,Zodiac Killer,2BMffjr4KyshdbZz7UAC6w,69,0.876,0.267,8,-14.94,1,0.352,0.52,0.0,0.158,0.608,125.041,124390,4
294,SyKo,#BrooklynBloodPop!,7K9Z3yFNNLv5kwTjQYGjnu,75,0.691,0.814,1,-3.788,0,0.117,0.0164,0.0,0.366,0.509,132.012,145611,4
295,Darius Rucker,Beers And Sunshine,36ISlLb12gKuCCVTYXC0gb,69,0.57,0.645,5,-5.816,1,0.0304,0.134,0.0,0.147,0.677,81.084,178279,4
296,Joji,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,73,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,163906,4
297,King Von,Armed & Dangerous,2297mxrYLBAC4XkhXs39If,69,0.696,0.592,1,-6.281,1,0.319,0.152,0.0,0.127,0.232,188.051,122680,4
298,COIN,Crash My Car,0X5mtNbqxbiTYkwj0CQc2f,69,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,188307,5
299,Lil Baby,Commercial (feat. Lil Uzi Vert),3tDqEKKUs6gf8zMvSuLyLA,69,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,214215,4
